Study_ID,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,PUBLICATION_TYPE
1308,"Kubiak, BB; Maestri, R; Borges, LR; Galiano, D; de Freitas, TRO",Interspecific interactions may not influence home range size in subterranean rodents: a case study of two tuco-tuco species (Rodentia: Ctenomyidae),Journal Of Mammalogy,2017,98,6,1753--1759,Oxford University Press US,NA,NA,10.1093/jmammal/gyx138,Article
1309,"Major, J. T., and J. A. Sherburne.","Interspecific relationships of coyotes, bobcats, and red foxes in western Maine Journal of Wildlife Management 51:606-616.",Journal Of Wildlife Management,1987,51,3,606-616,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2307/3801278,Article
1310,"Bonadonna, G; Zaccagno, M; Torti, V; Valente, D; De Gregorio, C; Randrianarison, RM; Tan, C; Gamba, M; Giacoma, C","Intra- and Intergroup Spatial Dynamics of a Pair-Living Singing Primate, Indri indri: A Multiannual Study of Three Indri Groups in Maromizaha Forest, Madagascar",International Journal Of Primatology,2020,41,"2, SI",224-245,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-019-00127-5,Article
1311,"Kappeler, PM",Intrasexual selection in Mirza coquereli: Evidence for scramble competition polygyny in a solitary primate,Behavioral Ecology And Sociobiology,1997,41,2,115-127,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s002650050371,Article
1312,"Chilvers, BL; Amey, JM; Huckstadt, LA; Costa, DP","Investigating foraging utilization distribution of female New Zealand sea lions, Auckland Islands",Polar Biology,2011,34,4,565-574,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0722-4060,10.1007/s00300-010-0915-8,Article
1313,"Bishop, A; Brown, C; Rehberg, M; Torres, L; Horning, M",Juvenile Steller sea lion (Eumetopias jubatus) utilization distributions in the Gulf of Alaska,Movement Ecology,2018,6,NA,NA,BIOMED CENTRAL LTD,"236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND",2051-3933,10.1186/s40462-018-0124-6,Article
1314,"Peterson, MN; Lopez, RR; Frank, PA; Porter, BA; Silvy, NJ",Key deer fawn response to urbanization: is sustainable development possible?,Wildlife Society Bulletin,2004,32,2,493-499,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0091-7648,10.2193/0091-7648(2004)32[493:KDFRTU]2.0.CO;2,Article
1315,"Gable, TD; Windels, SK",Kill rates and predation rates of wolves on beavers,Journal Of Wildlife Management,2018,82,2,466-472,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.1002/jwmg.21387,Article
1316,"Kavanagh, RP; Stanton, MA; Brassil, TE",Koalas continue to occupy their previous home-ranges after selective logging in Callitris-Eucalyptus forest,Wildlife Research,2007,34,2,94-107,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR06126,Article
1317,"Johansson, O; Rauset, GR; Samelius, G; McCarthy, T; Andren, H; Tumursukh, L; Mishra, C",Land sharing is essential for snow leopard conservation,Biological Conservation,2016,203,NA,01/Jul,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0006-3207,10.1016/j.biocon.2016.08.034,Article
1318,"Kauhala, K; Holmala, K","Landscape features, home-range size and density of northern badgers (Meles meles)",Annales Zoologici Fennici,2011,48,4,221-232,FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD,"P O BOX 26, FI-00014 UNIV HELSINKI, FINLAND",0003-455X,10.5735/086.048.0403,Article
1319,"Vaughan, CS; Hawkins, LF","Late dry season habitat use of common opossum, Didelphis marsupialis (Marsupialia : Didelphidae) in neotropical lower montane agricultural areas",Revista De Biologia Tropical,1999,47,01/Feb,263-269,REVISTA DE BIOLOGIA TROPICAL,"UNIVERSIDAD DE COSTA RICA CIUDAD UNIVERSITARIA, SAN JOSE, COSTA RICA",0034-7744,NA,Article
1320,"Jordan, NR; Cherry, MI; Manser, MB",Latrine distribution and patterns of use by wild meerkats: implications for territory and mate defence,Animal Behaviour,2007,73,4,613-622,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,10.1016/j.anbehav.2006.06.010,Article
1321,"Ebensperger, LA; de Arce, FP; Abades, S; Hayes, LD",Limited and fitness-neutral effects of resource heterogeneity on sociality in a communally rearing rodent,Journal Of Mammalogy,2016,97,4,1125-1135,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1093/jmammal/gyw056,Article
1322,"Masse, A; Cote, SD",Linking habitat heterogeneity to space use by large herbivores at multiple scales: From habitat mosaics to forest canopy openings,Forest Ecology And Management,2012,285,NA,67-76,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0378-1127,10.1016/j.foreco.2012.07.039,Article
1323,"Bauer, H; Iongh, HH","Lion (Panthera leo) home ranges and livestock conflicts in Waza National Park, Cameroon",African Journal Of Ecology,2005,43,3,208-214,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,10.1111/j.1365-2028.2005.00570.x,Article
1324,"Rasmussen, GSA",Livestock predation by the painted hunting dog Lycaon pictus in a cattle ranching region of Zimbabwe: a case study,Biological Conservation,1999,88,1,133-139,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0006-3207,10.1016/S0006-3207(98)00006-8,Article
1325,"Dinh, ETN; Cauvin, A; Orange, JP; Shuman, RM; Wisely, SM; Blackburn, JK",Living la Vida T-LoCoH: site fidelity of Florida ranched and wild white-tailed deer (Odocoileus virginianus) during the epizootic hemorrhagic disease virus (EHDV) transmission period,Movement Ecology,2020,8,1,NA,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2051-3933,10.1186/s40462-020-00200-2,Article
1326,"Romeo, C; Wauters, LA; Preatoni, D; Tosi, G; Martinoli, A",Living on the edge: Space use of Eurasian red squirrels in marginal high-elevation habitat,Acta Oecologica-International Journal Of Ecology,2010,36,6,604-610,GAUTHIER-VILLARS/EDITIONS ELSEVIER,"23 RUE LINOIS, 75015 PARIS, FRANCE",1146-609X,10.1016/j.actao.2010.09.005,Article
1327,"Gaswiler, J. S.",Longevity and home range of a Townsend chipmunk Journal of Mammalogy 46:693.,NA,1965,NA,NA,NA,NA,NA,NA,10.2307/1377954,Article
1328,"Mori, E; Fattorini, N",Love getaway: dispersal pattern and distance of the crested porcupine,Mammal Research,2019,64,4,529-534,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",2199-2401,10.1007/s13364-019-00438-1,Article
1329,"Johnson, C. N.",Macropod studies at Wallaby Creek IV Home range and movements of the red-necked wallaby Australian Wildlife Research 14:125-132.,Wildlife Research,1987,14,2,125--132,CSIRO Publishing,NA,NA,10.1071/WR9870125,Article
1330,"Holbrook, JD; Squires, JR; Bollenbacher, B; Graham, R; Olson, LE; Hanvey, G; Jackson, S; Lawrence, RL; Savage, SL",Management of forests and forest carnivores: Relating landscape mosaics to habitat quality of Canada lynx at their range periphery,Forest Ecology And Management,2019,437,NA,411-425,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,10.1016/j.foreco.2019.01.011,Article
1331,"Boutin, S. and S. Schweiger.",Manipulation of intruder pressure in red squirrels (Tamiasciurus hudsonicus): effects on territory size and acquisition Canadian Journal of Zoology 66:2270-2274.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1988,66,10,2270-2274,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z88-337,Article
1332,"Wronski, T; Plath, M",Mate availability and intruder pressure as determinants of territory size in male bushbuck (Tragelaphus scriptus),Acta Ethologica,2006,9,1,37-42,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0873-9749,10.1007/s10211-006-0013-7,Article
1333,"Bonatto, F; Gomez, D; Steinmann, A; Priotto, J",Mating strategies of Pampean mouse males,Animal Biology,2012,62,4,381-396,BRILL ACADEMIC PUBLISHERS,"PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS",1570-7555,10.1163/157075612X634102,Article
1334,"ADAMS, CE","MEASUREMENT AND CHARACTERISTICS OF FOX SQUIRREL, SCIURUS-NIGER-RUFIVENTER, HOME RANGES",American Midland Naturalist,1976,95,1,211-215,AMER MIDLAND NATURALIST,"UNIV NOTRE DAME, BOX 369, ROOM 295 GLSC, NOTRE DAME, IN 46556",0003-0031,10.2307/2424250,Note
1335,"Kuhn, C.E.","Measuring at sea feeding to understand the foraging behaviour of pinnipeds PhD Thesis, University of California, Santa Cruz.",NA,2006,NA,NA,NA,NA,NA,NA,https://escholarship.org/content/qt2vr5s0t3/qt2vr5s0t3.pdf,Article
1336,"Margetts, B. I., Ross, J. G., & Buckley, H. L. ",Measuring home‐range changes following density reduction of Australian brushtail possum,The Journal of Wildlife Management,2020,84,1,185-192,Wiley Online Library,NA,NA,10.1002/jwmg.21768,Article
1337,"Schreier, AL; Schlaht, RM; Swedell, L",Meat eating in wild hamadryas baboons: Opportunistic trade-offs between insects and vertebrates,American Journal Of Primatology,2019,81,7,NA,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.23029,Article
1338,"Schroder, G. D.",Mechanisms for coexistence among three species of Dipodomys: habitat selection and an alternative Ecology 68:1071-1083.,Ecology,1987,68,4,1071--1083,Wiley Online Library,NA,NA,10.2307/1938379,Article
1339,"Molsher, R; Newsome, AE; Newsome, TM; Dickman, CR","Mesopredator Management: Effects of Red Fox Control on the Abundance, Diet and Use of Space by Feral Cats",Plos One,2017,12,1,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0168460,Article
1340,"Bai, WK; Huang, QY; Zhang, JD; Stabach, J; Huang, JY; Yang, HB; Songer, M; Connor, T; Liu, JG; Zhou, SQ; Zhang, HM; Zhou, CQ; Hull, V",Microhabitat selection by giant pandas,Biological Conservation,2020,247,NA,NA,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0006-3207,10.1016/j.biocon.2020.108615,Article
1341,"Mitchell, J; Dorney, W; Mayer, R; McIlroy, J",Migration of feral pigs (Sus scrofa) in rainforests of north Queensland: fact or fiction?,Wildlife Research,2009,36,2,110-116,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR06066,Article
1342,"Broman, DJA; Litvaitis, JA; Ellingwood, M; Tate, P; Reed, GC",Modeling bobcat Lynx rufus habitat associations using telemetry locations and citizen-scientist observations: are the results comparable?,Wildlife Biology,2014,20,4,229-237,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/wlb.00022,Article
1343,"Noer, CL; Dabelsteen, T; Bohmann, K; Monadiem, A",Molossid bats in an African agro-ecosystem select sugarcane fields as foraging habitat,African Zoology,2012,47,1,01/Nov,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-7020,10.3377/004.047.0120,Article
1344,"Belbachir, F; Pettorelli, N; Wacher, T; Belbachir-Bazi, A; Durant, SM",Monitoring Rarity: The Critically Endangered Saharan Cheetah as a Flagship Species for a Threatened Ecosystem,Plos One,2015,10,1,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0115136,Article
1345,"Brown, M; Carthew, SM; Cooper, SJB","Monogamy in an Australian arboreal marsupial, the yellow-bellied glider (Petaurus australis)",Australian Journal Of Zoology,2007,55,3,185-195,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",0004-959X,10.1071/ZO07027,Article
1346,"Van Dyke, F, B. L. Probert, and F. M. Van Dyke.",Moose home range fidelity and core area characteristics in south-central Montana Alces 31:93-104.,Alces: A Journal Devoted To The Biology And Management Of Moose,1995,31,NA,93--104,NA,NA,NA,https://scholarworks.montana.edu/xmlui/bitstream/handle/1/1019/BurkholderB0512.pdf?sequence=1&isAllowed=y,Article
1347,"Ophir, AG; Phelps, SM; Sorin, AB; Wolff, JO","Morphological, genetic and behavioral comparisons of two prairie vole populations in the field and laboratory",Journal Of Mammalogy,2007,88,4,989-999,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/06-MAMM-A-250R.1,Article
1348,"Eberhardt, L. E., W. C. Hanson, and L. L. Cadwell.",Movement and activity patterns of mule deer in the sagebrush-steppe region Journal of Mammalogy 65:404-409.,Journal Of Mammalogy,1984,65,3,404-409,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1381086,Article
1349,"Samson, C; Raymond, M","Movement and habitat preference of radio tracked stoats, Mustela erminea, during summer in southern Quebec",Mammalia,1998,62,2,165-174,MUSEUM NAT HIST NATURELLE,"55 RUE DE BUFFON, 75005 PARIS, FRANCE",0025-1461,10.1515/mamm.1998.62.2.165,Article
1350,"Howard, JM; Loos, JE; Essner, RL",Movement and Microhabitat Selection in the Southern Flying Squirrel (Glaucomys volans) in Southwestern Illinois,Northeastern Naturalist,2020,27,1,35-47,HUMBOLDT FIELD RESEARCH INST,"PO BOX 9, STEUBEN, ME 04680-0009 USA",1092-6194,NA,Article
1351,"Porter, WF; Underwood, HB; Woodard, JL","Movement behavior, dispersal, and the potential for localized management of deer in a suburban environment",Journal Of Wildlife Management,2004,68,2,247-256,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/0022-541X(2004)068[0247:MBDATP]2.0.CO;2,Article
1352,"Nathan, H; Agnew, T; Mulgan, N",Movement behaviour of a translocated female ship rat and her offspring in a low rat density New Zealand forest,New Zealand Journal Of Ecology,2020,44,1,NA,NEW ZEALAND ECOL SOC,"PO BOX 25178, CHRISTCHURCH, NEW ZEALAND",0110-6465,10.20417/nzjecol.44.8,Article
1353,"McClintic, LF; Wang, GM; Taylor, JD; Jones, JC",Movement characteristics of American beavers (Castor canadensis),Behaviour,2014,151,9,1249-1265,BRILL ACADEMIC PUBLISHERS,"PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS",0005-7959,10.1163/1568539X-00003183,Article
1354,"Vleut, I; Carter, GG; Medellin, RA",Movement ecology of the carnivorous woolly false vampire bat (Chrotopterus auritus) in southern Mexico,Plos One,2019,14,7,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0220504,Article
1355,"Deacon, F; Bercovitch, FB",Movement patterns and herd dynamics among South African giraffes (Giraffa camelopardalis giraffa),African Journal Of Ecology,2018,56,3,620-628,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,10.1111/aje.12514,Article
1356,"Somers, MJ; Nel, JAJ","Movement patterns and home range of Cape clawless otters (Aonyx capensis), affected by high food density patches",Journal Of Zoology,2004,262,1,91-98,CAMBRIDGE UNIV PRESS,"40 WEST 20TH ST, NEW YORK, NY 10011-4211 USA",0952-8369,10.1017/S095283690300445X,Article
1357,"Davies, N; Gramotnev, G; Seabrook, L; Bradley, A; Baxter, G; Rhodes, J; Lunney, D; McAlpine, C",Movement patterns of an arboreal marsupial at the edge of its range: a case study of the koala,Movement Ecology,2013,1,NA,NA,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2051-3933,10.1186/2051-3933-1-8,Article
1358,"Matthews, A; Lunney, D; Gresser, S; Maitz, W",Movement patterns of koalas in remnant forest after fire,Australian Mammalogy,2016,38,1,91-104,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",0310-0049,10.1071/AM14010,Article
1359,"Snow, NP; VerCauteren, KC",Movement responses inform effectiveness and consequences of baiting wild pigs for population control,Crop Protection,2019,124,NA,NA,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0261-2194,10.1016/j.cropro.2019.05.029,Article
1360,"Caley, P.","Movement, activity patterns and habitat use of feral pigs (Sus scrofa) in a tropical habitat Wildlife Research 24:77-87.",Wildlife Research,1997,24,1,77-87,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR94075,Article
1361,"Woodford, JE; MacFarland, DM; Worland, M","Movement, Survival, and Home Range Size of Translocated American Martens (Martes americana) in Wisconsin",Wildlife Society Bulletin,2013,37,3,616-622,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1938-5463,10.1002/wsb.291,Article
1362,"Martin, P.",Movements and activities of the Mountain beaver (Aplodontia rufa) Journal of Mammalogy 52:717-723.,Journal Of Mammalogy,1971,52,4,717--723,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence~…",NA,NA,10.2307/1378920,Article
1363,"Boitani, L., and G. Reggiani.",Movements and activity patterns of hedgehogs (Erinaceus europaeus) in Mediterranean coastal habitats Zeitschrift für Säugetierkunde 49:193-206.,Zeitschrift Fur Saugetierkunde-International Journal Of Mammalian,1984,49,4,193-206,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",0044-3468,https://www.biodiversitylibrary.org/part/191671#/summary,Article
1364,"Magle, SB; Kardash, LH; Rothrock, AO; Chamberlin, JC; Mathews, NE",Movements and Habitat Interactions of White-tailed Deer: Implications for Chronic Wasting Disease Management,American Midland Naturalist,2015,173,2,267-282,AMER MIDLAND NATURALIST,"UNIV NOTRE DAME, BOX 369, ROOM 295 GLSC, NOTRE DAME, IN 46556 USA",0003-0031,10.1674/amid-173-02-267-282.1,Article
1365,"Joshi, A. R., Garshelis, D. L., & Smith, J. L.",Home ranges of sloth bears in Nepal: Implications for conservation,The Journal of wildlife management,1995 ,NA,NA,204-214,NA,NA,NA,10.2307/3808932,Article
1366,"Burnett, G. W.","Movements and habitat use of American marten in Glacier National Park, Montana Unpubl MS Thesis, University of Montana, Missoula, Montana 130 pp.",NA,1981,NA,NA,NA,The University of Montana,NA,NA,https://www.fs.fed.us/psw/publications/zielinski/psw_zielinski026.pdf,MasterThesis
1367,"Bond, BT; Leopold, BD; Burger, LW; Godwin, KD",Movements and home range dynamics of cottontail rabbits in Mississippi,Journal Of Wildlife Management,2001,65,4,1004-1013,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2307/3803049,Article
1368,"FLYGER, VF","MOVEMENTS AND HOME RANGE OF THE GRAY SQUIRREL SCIURUS-CAROLINENSIS, IN 2 MARYLAND WOODLOTS",Ecology,1960,41,2,365-369,ECOLOGICAL SOC AMER,"2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",0012-9658,10.2307/1930232,Note
1369,"Gibson, L; Koenig, A",Neighboring groups and habitat edges modulate range use in Phayre's leaf monkeys (Trachypithecus phayrei crepusculus),Behavioral Ecology And Sociobiology,2012,66,4,633-643,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-011-1311-2,Article
1370,"Ebensperger, LA; Taraborelli, P; Giannoni, SM; Hurtado, MJ; Leon, C; Bozinovic, F",Nest and space use in a highland population of the southern mountain cavy (Microcavia australis),Journal Of Mammalogy,2006,87,5,834-840,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,"810 EAST 10TH STREET, LAWRENCE, KS 66044 USA",0022-2372,10.1644/05-MAMM-A-407R2.1,Article
1371,"Oh, DH; Nakanishi, N; Moteki, S; Izawa, M","Notes on the effect of an artificial landscape change on the home range of a female Tsushima leopard cat, Prionailurus bengalensis euptilurus, in the Tsushima Islands, Japan",Mammal Study,2014,39,1,47-52,MAMMALOGICAL SOC JAPAN,"C/O NAKANISHI PRINTING CO, LTD, KAMIGYO-KU, KYOTO, 602-8048, JAPAN",1343-4152,10.3106/041.039.0108,Article
1372,"GARBER, PA; PRUETZ, JD; ISAACSON, J","PATTERNS OF RANGE USE, RANGE DEFENSE, AND INTERGROUP SPACING IN MOUSTACHED TAMARIN MONKEYS (SAGUINUS-MYSTAX)",Primates,1993,34,1,Nov/25,JAPAN MONKEY CENTRE,"PRIMATES, EDITORIAL OFFICE, INUYAMA AICHI 484, JAPAN",0032-8332,10.1007/BF02381276,Article
1373,"Bertolino, S; Viano, C; Currado, I","Population dynamics, breeding patterns and spatial use of the garden dormouse (Eliomys quercinus) in an Alpine habitat",Journal Of Zoology,2001,253,4,513-521,CAMBRIDGE UNIV PRESS,"110 MIDLAND AVE, PORT CHESTER, NY 10573-9863 USA",0952-8369,10.1017/S0952836901000474,Article
1374,"Odden, M; Wegge, P",Predicting spacing behavior and mating systems of solitary cervids: A study of hog deer and Indian muntjac,Zoology,2007,110,4,261-270,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",0944-2006,10.1016/j.zool.2007.03.003,Article
