Study_ID,Species,subspecies,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,type
1089,Lepus arcticus,NA,"Hearn, B. J., L. B. Keith, and O. J. Rongstad.",Demography and ecology of the arctic hare (Lepus arcticus) in southwestern Newfoundland Canadian Journal of Zoology 65:852-861.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1987,65,4,852-861,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z87-136,Article
1094,Brachyteles arachnoides,NA,"STRIER, KB; MENDES, FDC; RIMOLI, J; RIMOLI, AO",DEMOGRAPHY AND SOCIAL-STRUCTURE OF ONE GROUP OF MURIQUIS (BRACHYTELES-ARACHNOIDES),International Journal Of Primatology,1993,14,4,513-526,PLENUM PUBL CORP,"233 SPRING ST, NEW YORK, NY 10013",0164-0291,10.1007/BF02215445,Article
1105,Peromyscus truei,NA,"Hall, LS; Morrison, ML",Den and relocation site characteristics and home ranges of Peromyscus truei in the White Mountains of California,Great Basin Naturalist,1997,57,2,124-130,BRIGHAM YOUNG UNIV,"290 LIFE SCIENCE MUSEUM, PROVO, UT 84602",0017-3614,NA,Article
1146,Vulpes macrotis,NA,"Randel, CJ; Silvy, NJ",Desert kit fox home range - southeastern California,Israel Journal Of Ecology \& Evolution,2015,61,03/Apr,157-161,BRILL ACADEMIC PUBLISHERS,"PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS",1565-9801,10.1080/15659801.2016.1171468,Article
1160,Ursus maritimus,NA,"Ferguson, SH; Taylor, MK; Born, EW; Rosing-Asvid, A; Messier, F",Determinants of home range size for polar bears (Ursus maritimus),Ecology Letters,1999,2,5,311-318,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",1461-023X,10.1046/j.1461-0248.1999.00090.x,Article
1164,Microtus agrestis,NA,"NELSON, J",DETERMINANTS OF MALE SPACING BEHAVIOR IN MICROTINES - AN EXPERIMENTAL MANIPULATION OF FEMALE SPATIAL-DISTRIBUTION AND DENSITY,Behavioral Ecology And Sociobiology,1995,37,4,217-223,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0340-5443,10.1007/s002650050184,Article
1192,Hylobates moloch,NA,"Kim, S; Lappan, S; Choe, JC",Diet and Ranging Behavior of the Endangered Javan Gibbon (Hylobates moloch) in a Submontane Tropical Rainforest,American Journal Of Primatology,2011,73,3,270-280,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.20893,Article
1230,Alces alces,NA,"Lawson, EJ; Rodgers, AR",Differences in home-range size computed in commonly used software programs,Wildlife Society Bulletin,1997,25,3,721-729,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1938-5463,NA,Article
1235,Rousettus aegyptiacus,NA,"Barclay, RMR; Jacobs, DS",Differences in the foraging behaviour of male and female Egyptian fruit bats (Rousettus aegyptiacus),Canadian Journal Of Zoology-Revue Canadienne De Zoologie,2011,89,6,466-473,"CANADIAN SCIENCE PUBLISHING, NRC RESEARCH PRESS","1200 MONTREAL ROAD, BUILDING M-55, OTTAWA, ON K1A 0R6, CANADA",0008-4301,10.1139/Z11-013,Article
1277,Odocoileus virginianus,NA,"McCoy, JE; Hewitt, DG; Bryant, FC",Dispersal by yearling male white-tailed deer and implications for management,Journal Of Wildlife Management,2005,69,1,366-376,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,Article
1281,Peromyscus californicus,NA,"RIBBLE, DO","DISPERSAL IN A MONOGAMOUS RODENT, PEROMYSCUS-CALIFORNICUS",Ecology,1992,73,3,859-866,ECOLOGICAL SOC AMER,"1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",0012-9658,10.2307/1940163,Article
1288,Odocoileus virginianus,NA,"GARTEN, CT",DISPERSAL OF RADIOACTIVITY BY WILDLIFE FROM CONTAMINATED SITES IN A FORESTED LANDSCAPE,Journal Of Environmental Radioactivity,1995,29,2,137-156,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0265-931X,10.1016/0265-931X(94)00068-8,Article
1292,Antilocapra americana,NA,"Jacques, CN; Jenks, JA",Dispersal of yearling pronghorns in western South Dakota,Journal Of Wildlife Management,2007,71,1,177-182,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2005-704,Article
1293,Gazella gazella,NA,"Dunham, KM",Dispersal pattern of mountain gazelles Gazella gazella released in central Arabia,Journal Of Arid Environments,2000,44,2,247-258,ACADEMIC PRESS LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0140-1963,10.1006/jare.1999.0588,Article
1319,Bison bonasus,NA,"Marozas, V; Kibisa, A; Brazaitis, G; Jogiste, K; Simkevicius, K; Bartkevicius, E",Distribution and Habitat Selection of Free-Ranging European Bison (Bison bonasus L.) in a Mosaic LandscapeA Lithuanian Case,Forests,2019,10,4,NA,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",1999-4907,10.3390/f10040345,Article
1325,Hippopotamus amphibius,NA,"Roth, HH; Hoppe-Dominik, B; Muhlenberg, M; Steinhauer-Burkart, B; Fischer, F",Distribution and status of the hippopotamids in the Ivory Coast,African Zoology,2004,39,2,211-224,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-7020,NA,Article
1382,Thallomys nigricauda,NA,"Coleman, JC; Downs, CT",Does home range of the black-tailed tree rat (Thallomys nigricauda Thomas 1882) change with season along an aridity gradient?,African Zoology,2010,45,2,177-188,ZOOLOGICAL SOC SOUTHERN AFRICA,"AFRICAN ZOOLOGY CIRCULATION OFFICE, UNIV KWAZULU-NATAL, SCHOOL BIOL \&",1562-7020,10.3377/004.045.0219,Article
1430,Canis lupus,NA,"Fritts, S. H., and L. D. Mech.","Dynamics, movements, and feeding ecology of a newly protected wolf population in northwestern Minnesota Wildlife Monographs 80:1-79.",Wildlife Monographs,1981,NA,80,Jun/79,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0084-0173,https://www.jstor.org/stable/3830611?seq=1,Review
1447,Capreolus capreolus,NA,"Said, S; Gaillard, JM; Duncan, P; Guillon, N; Guillon, N; Servanty, S; Pellerin, M; Lefeuvre, K; Martin, C; Van Laere, G",Ecological correlates of home-range size in spring-summer for female roe deer (Capreolus capreolus) in a deciduous woodland,Journal Of Zoology,2005,267,3,301-308,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1017/S0952836905007454,Article
1466,Ailuropoda melanoleuca,NA,"Zhang, ZJ; Sheppard, JK; Swaisgood, RR; Wang, G; Nie, YG; Wei, W; Zhao, NX; Wei, FW",Ecological scale and seasonal heterogeneity in the spatial behaviors of giant pandas,Integrative Zoology,2014,9,1,46-60,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1749-4877,10.1111/1749-4877.12030,Article
1469,Nyctereutes procyonoides,NA,"Ward, O. G., and D. H. Wurster-Hill.","Ecological studies of Japanese raccoon dogs, Nyctereutes procyonoides viverrinus Journal of Mammalogy 70:330-334.",Journal Of Mammalogy,1989,70,2,330-334,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1381515,Article
1488,Perameles nasuta,NA,"Scott, LK; Hume, ID; Dickman, CR","Ecology and population biology of long-nosed bandicoots (Perameles nasuta) at North Head, Sydney Harbour National Park",Wildlife Research,1999,26,6,805-821,C S I R O PUBLISHING,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR98074,Article
1507,Callithrix kuhlii,NA,"Raboy, BE; Canale, GR; Dietz, JM",Ecology of Callithrix kuhlii and a review of eastern Brazilian marmosets,International Journal Of Primatology,2008,29,2,449-467,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-008-9249-6,Article
1510,Ursus americanus,NA,"Dobey, S; Masters, DV; Scheick, BK; Clark, JD; Pelton, MR; Sunquist, ME",Ecology of Florida black bears in the Okefenokee-Osceola ecosystem,Wildlife Monographs,2005,NA,158,Jan/41,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0084-0173,None,Review
1512,Hoolock hoolock,NA,"Islam, M. A., and F. M. M.",Ecology of hoolock gibbon of Bangladesh Primates 33:451-464.,Primates,1992,33,4,451--464,Springer,NA,NA,https://doi.org/10.1007/BF02381149,Article
1524,Axis porcinus,NA,"DHUNGEL, SK; OGARA, BW","ECOLOGY OF THE HOG DEER IN ROYAL-CHITWAN-NATIONAL-PARK, NEPAL",Wildlife Monographs,1991,NA,119,Jan/40,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0084-0173,None,Article
1527,Puma concolor,NA,"Pittman, M. T., B. P. McKinney, and G. Guzman.",Ecology of the mountain lion on Big Bend Ranch State Park in Trans-Pecos Texas Proc Ann Conf S E Assoc Fish and Wildlife Agencies 49:552-559.,Unpublished Final Report. Wildlife Division Project,1999,86,NA,NA,NA,NA,NA,https://www.semanticscholar.org/paper/Ecology-of-the-Mountain-Lion-on-Big-Bend-State-Park-Pittman-Guzm%C3%A1n/4c83eaf2858867c46ca9cbb6539e7b56b644f06e,Article
1533,Ailurus fulgens,NA,"REID, DG; HU, JC; YAN, H","ECOLOGY OF THE RED PANDA AILURUS-FULGENS IN THE WOLONG RESERVE, CHINA",Journal Of Zoology,1991,225,3,347-364,OXFORD UNIV PRESS UNITED KINGDOM,"WALTON ST JOURNALS DEPT, OXFORD, ENGLAND OX2 6DP",0952-8369,10.1111/j.1469-7998.1991.tb03821.x,Article
1541,Gulo gulo,NA,"Hornocker, M. G., and H. S. hash.",Ecology of the wolverine in northwestern Montana Canadian Journal of Zoology 59:1286-1301.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1981,59,7,1286-1301,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z81-181,Article
1546,Vulpes rueppellii,NA,"Lenain, DM; Olfermann, E; Warrington, S","Ecology, diet and behaviour of two fox species in a large, fenced protected area in central Saudi Arabia",Journal Of Arid Environments,2004,57,1,45-60,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0140-1963,10.1016/S0140-1963(03)00088-0,Article
1555,Urocyon littoralis,NA,"Gould, NP; Andelt, WF",Effect of anthropogenically developed areas on spatial distribution of island foxes,Journal Of Mammalogy,2013,94,3,662-671,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/12-MAMM-A-027.1,Article
1567,Wallabia bicolor,NA,"Di Stefano, J; Swan, M; Greenfield, A; Coulson, G","Effect of habitat type, sex and time of day on space use by the swamp wallaby",NA,2010,NA,NA,187-196,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",NA,NA,Book
1574,Ursus thibetanus,NA,"Kozakai, C; Yamazaki, K; Nemoto, Y; Nakajima, A; Koike, S; Abe, S; Masaki, T; Kaji, K",Effect of Mast Production on Home Range Use of Japanese Black Bears,Journal Of Wildlife Management,2011,75,4,867-875,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.1002/jwmg.122,Article
1578,Ursus arctos,NA,"McLoughlin, PD; Cluff, HD; Gau, RJ; Mulders, R; Case, RL; Messier, F",Effect of spatial differences in habitat on home ranges of grizzly bears,Ecoscience,2003,10,1,Nov/16,UNIVERSITE LAVAL,"PAVILLON ALEXANDRE-VACHON, UNIV LAVAL, ST FOY, QUEBEC G1K 7P4, CANADA",1195-6860,10.1080/11956860.2003.11682744,Article
1582,Herpestes auropunctatus,NA,"Pitt, WC; Sugihara, RT; Berentsen, AR","Effect of travel distance, home range, and bait on the management of small Indian mongooses, Herpestes auropunctatus",Biological Invasions,2015,17,6,1743-1759,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",1387-3547,10.1007/s10530-014-0831-x,Article
1586,Canis lupus,NA,"Chadwick, J; Fazio, B; Karlin, M",Effectiveness of GPS-based Telemetry to Determine Temporal Changes in Habitat Use and Home-range Sizes of Red Wolves,Southeastern Naturalist,2010,9,2,303-316,HUMBOLDT FIELD RESEARCH INST,"PO BOX 9, STEUBEN, ME 04680-0009 USA",1528-7092,10.1656/058.009.0207,Article
1596,Capreolus capreolus,NA,"BIDEAU, E; GERARD, JF; VINCENT, JP; MAUBLANC, ML",EFFECTS OF AGE AND SEX ON SPACE OCCUPATION BY EUROPEAN ROE DEER,Journal Of Mammalogy,1993,74,3,745-751,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.2307/1382297,Article
1603,Crocuta crocuta,NA,"Kolowski, JM; Holekamp, KE",Effects of an open refuse pit on space use patterns of spotted hyenas,African Journal Of Ecology,2008,46,3,341-349,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,10.1111/j.1365-2028.2007.00846.x,Article
1629,Tamiasciurus hudsonicus,NA,"Leonard, KM; Koprowski, JL",EFFECTS OF FIRE ON ENDANGERED MOUNT GRAHAM RED SQUIRRELS (TAMIASCIURUS HUDSONICUS GRAHAMENSIS): RESPONSES OF INDIVIDUALS WITH KNOWN FATES,Southwestern Naturalist,2010,55,2,217-224,SOUTHWESTERN ASSOC NATURALISTS,"SOUTHWEST TEXAS STATE UNIV, DEPT BIOLOGY, 601 UNIVERSITY DR, SAN MARCOS",0038-4909,10.1894/MRD-01.1,Article
1632,Nomascus concolor,NA,"Ni, QY; Xie, M; Grueter, CC; Jiang, XL; Xu, HL; Yao, YFW; Zhang, MW; Li, Y; Yang, JD","Effects of food availability and climate on activity patterns of western black-crested gibbons in an isolated forest fragment in southern Yunnan, China",Primates,2015,56,4,351-363,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005",0032-8332,10.1007/s10329-015-0481-3,Article
1637,Lynx pardinus,NA,"Lopez-Bao, JV; Palomares, F; Rodriguez, A; Delibes, M","Effects of food supplementation on home-range size, reproductive success, productivity and recruitment in a small population of Iberian lynx",Animal Conservation,2010,13,1,35-42,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1367-9430,10.1111/j.1469-1795.2009.00300.x,Article
1648,Cercartetus nanus,NA,"Bladon, RV; Dickman, CR; Hume, ID","Effects of habitat fragmentation on the demography, movements and social organisation of the eastern pygmy-possum (Cercartetus nanus) in northern New South Wales",Journal Of Animal Ecology,2002,67,6,941-952,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0021-8790,10.1046/j.1365-2656.1998.6760941.x,Article
1650,Vulpes macrotis,NA,"Nelson, JL; Cypher, BL; Bjurlin, CD; Creel, S",Effects of habitat on competition between kit foxes and coyotes,Journal Of Wildlife Management,2007,71,5,1467-1475,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2006-234,Article
1654,Ursus arctos,NA,"Sorensen, AA; Stenhouse, GB; Bourbonnais, ML; Nelson, TA",Effects of habitat quality and anthropogenic disturbance on grizzly bear (Ursus arctos horribilis) home-range fidelity,Canadian Journal Of Zoology,2015,93,11,857-865,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/cjz-2015-0095,Article
1662,Alces alces,NA,"Olsson, MPO; Widen, P",Effects of highway fencing and wildlife crossings on moose Alces alces movements and space use in southwestern Sweden,Wildlife Biology,2008,14,1,111-117,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2008)14[111:EOHFAW]2.0.CO;2,Article
1672,Rattus argentiventer,NA,"Jacob, J; Matulessy, J",Effects of imposed sterility on movement patterns of female ricefield rats,Journal Of Wildlife Management,2004,68,4,1138-1144,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/0022-541X(2004)068[1138:EOISOM]2.0.CO;2,Article
1674,Alces alces,NA,"Laurian, C; Ouellet, JP; Courtois, R; Breton, L; St-Onge, S",Effects of intensive harvesting on moose reproduction,Journal Of Applied Ecology,2000,37,3,515-531,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0021-8901,10.1046/j.1365-2664.2000.00520.x,Article
1676,Odocoileus virginianus,NA,"Schauber, EM; Storm, DJ; Nielsen, CK",Effects of joint space use and group membership on contact rates among white-tailed deer,Journal Of Wildlife Management,2007,71,1,155-163,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2005-546,Article
1689,Reithrodontomys raviventris,NA,"Smith, KR; Barthman-Thompson, L; Gould, WR; Mabry, KE",Effects of Natural and Anthropogenic Change on Habitat Use and Movement of Endangered Salt Marsh Harvest Mice,Plos One,2014,9,10,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0108739,Article
1695,Microtus ochrogaster,NA,"Blondel, DV; Wallace, GN; Calderone, S; Gorinshteyn, M; St Mary, CM; Phelps, SM",Effects of population density on corticosterone levels of prairie voles in the field,General And Comparative Endocrinology,2016,225,NA,13-22,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0016-6480,10.1016/j.ygcen.2015.09.002,Article
1697,Octodon degus,NA,"Lagos, VO; Contreras, LC; Meserve, PL; Gutierrez, JR; Jaksic, FM",Effects of predation risk on space use by small mammals: A field experiment with a Neotropical rodent,Oikos,1995,74,2,259-264,MUNKSGAARD INT PUBL LTD,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",0030-1299,10.2307/3545655,Article
1700,Microtus pennsylvanicus,NA,"Pugh, SR; Ostfeld, RS","Effects of prior population density on use of space by meadow voles, Microtus pennsylvanicus",Journal Of Mammalogy,1998,79,2,551-557,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602 USA",0022-2372,10.2307/1382985,Article
1715,Rhinopithecus roxellana,NA,"Li, YK; Jiang, ZG; Li, CW; Grueter, CC",Effects of Seasonal Folivory and Frugivory on Ranging Patterns in Rhinopithecus roxellana,International Journal Of Primatology,2010,31,4,609-626,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/s10764-010-9416-4,Article
1724,Castor canadensis,NA,"McClintic, LF; Taylor, JD; Jones, JC; Singleton, RD; Wang, G",Effects of spatiotemporal resource heterogeneity on home range size of American beaver,Journal Of Zoology,2014,293,2,134-141,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1111/jzo.12128,Article
1738,Glaucomys volans,NA,"Nelson, ML; Sagot, M",Effects of Temperature and Day Length on Daily Movements and Home Range of Glaucomys volans (Southern Flying Squirrel) in the Northeastern United States,Northeastern Naturalist,2018,25,3,383-390,EAGLE HILL INST,"59 EAGLE HILL RD, PO BOX 9, STEUBEN, ME 04680 USA",1092-6194,10.1656/045.025.0305,Article
1767,Cervus canadensis,NA,"Irwin, L. J., and J. M. Peek.",Elk habitat use relative to forest succession in Idaho Journal of Wildlife Management 47:664-672.,Journal Of Wildlife Management,1983,47,3,664-672,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197",0022-541X,10.2307/3808602,Article
1811,Ursus arctos,NA,"Badyaev, AV",Environmental stress and developmental stability in dentition of the Yellowstone grizzly bears,Behavioral Ecology,1998,9,4,339-344,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",1045-2249,10.1093/beheco/9.4.339,Article
1816,Neovison vison,NA,"Halbrook, RS; Petach, M",Estimated mink home ranges using various home-range estimators,Wildlife Society Bulletin,2018,42,4,656-666,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1938-5463,10.1002/wsb.924,Article
1822,Ursus americanus,NA,"Gardner, B; Royle, JA; Wegan, MT; Rainbolt, RE; Curtis, PD",Estimating Black Bear Density Using DNA Data From Hair Snares,Journal Of Wildlife Management,2010,74,2,318-325,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2193/2009-101,Article
1829,Trichosurus vulpecula,NA,"Sweetapple, P; Nugent, G",Estimating disease survey intensity and wildlife population size from the density of survey devices: Leg-hold traps and the brushtail possum,Preventive Veterinary Medicine,2018,159,NA,220-226,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-5877,10.1016/j.prevetmed.2018.09.019,Article
1843,Colobus satanas,NA,"Brugiere, D; Fleury, MC",Estimating primate densities using home range and line transect methods: A comparative test with the black colobus monkey Colobus satanas,Primates,2000,41,4,373-382,JAPAN MONKEY CENTRE,"PRIMATES, EDITORIAL OFFICE, INUYAMA AICHI, 484, JAPAN",0032-8332,10.1007/BF02557648,Article
1910,Canis lupus,NA,"Burch, JW; Adams, LG; Follmann, EH; Rexstad, EA",Evaluation of wolf density estimation from radiotelemetry data,Wildlife Society Bulletin,2005,33,4,1225-1236,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1938-5463,10.2193/0091-7648(2005)33[1225:EOWDEF]2.0.CO;2,Article
1934,Sciurus vulgaris,NA,"Di Pierro, E; Molinari, A; Tosi, G; Wauters, LA",Exclusive core areas and intrasexual territoriality in Eurasian red squirrels (Sciurus vulgaris) revealed by incremental cluster polygon analysis,Ecological Research,2008,23,3,529-542,SPRINGER TOKYO,"1-11-11 KUDAN-KITA, CHIYODA-KU, TOKYO, 102-0073, JAPAN",0912-3814,10.1007/s11284-007-0401-0,Article
1952,Macaca leonina,NA,"Jose-Dominguez, JM; Asensio, N; Garcia, CJ; Huynen, MC; Savini, T",Exploring the Multiple Functions of Sleeping Sites in Northern Pigtailed Macaques (Macaca leonina),International Journal Of Primatology,2015,36,5,948-966,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/s10764-015-9865-x,Article
1955,Ursus americanus,NA,"Mosnier, A; Boisjoly, D; Courtois, R; Ouellet, JP",Extensive predator space use can limit the efficacy of a control program,Journal Of Wildlife Management,2008,72,2,483-491,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2006-462,Article
1989,Canis lupus,NA,"Kunkel, KE; Pletscher, DH; Boyd, DK; Ream, RR; Fairchild, MW","Factors correlated with foraging behavior of wolves in and near Glacier National Park, Montana",The Journal Of Wildlife Management,2004,68,1,167--178,Wiley Online Library,NA,NA,10.2193/0022-541X(2004)068[0167:FCWFBO]2.0.CO;2,Article
1995,Blarina brevicauda,NA,"Getz, LL; McGuire, B",Factors influencing movement distances and home ranges of the short-tailed shrew (Blarina brevicauda),Northeastern Naturalist,2008,15,2,293-302,HUMBOLDT FIELD RESEARCH INST,"PO BOX 9, STEUBEN, ME 04680-0009 USA",1092-6194,10.1656/1092-6194(2008)15[293:FIMDAH]2.0.CO;2,Article
1997,Papio ursinus,NA,"Pebsworth, PA; MacIntosh, AJJ; Morgan, HR; Huffman, MA",Factors Influencing the Ranging Behavior of Chacma Baboons (Papio hamadryas ursinus) Living in a Human-Modified Habitat,International Journal Of Primatology,2012,33,4,872-887,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1007/s10764-012-9620-5,Article
2019,Odocoileus virginianus,NA,"Campbell, TA; Laseter, BR; Ford, WM; Miller, KV",Feasibility of localized management to control white-tailed deer in forest regeneration areas,Wildlife Society Bulletin,2004,32,4,1124-1131,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2328-5540,10.2193/0091-7648(2004)032[1124:FOLMTC]2.0.CO;2,Article
2047,Rhabdomys pumilio,NA,"Schradin, C; Schmohl, G; Rodel, HG; Schoepf, I; Treffler, SM; Brenner, J; Bleeker, M; Schubert, M; Konig, B; Pillay, N",Female home range size is regulated by resource distribution and intraspecific competition: a long-term field study,Animal Behaviour,2010,79,1,195-203,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,10.1016/j.anbehav.2009.10.027,Article
2048,Graphiurus murinus,NA,"Madikiza, ZJK; Bertolino, S; San, ED","Female in space, or female in space and time? First data on the socio-spatial organization and mating system of the woodland dormouse (Graphiurus murinus)",Journal Of Ethology,2011,29,2,375--380,Springer,NA,NA,10.1007/s10164-010-0249-6,Article
2060,Glaucomys volans,NA,"Madden, J. R.","Female territoriality in a Suffolk County, Long Island, population of Glaucomys volans. Journal of Mammalogy 55:647-652",Journal Of Mammalogy,1974,55,3,647-652,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1379554,Note
2069,Sus scrofa,NA,"Campbell, TA; Long, DB; Leland, BR",Feral Swine Behavior Relative to Aerial Gunning in Southern Texas,Journal Of Wildlife Management,2010,74,2,337-341,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2009-131,Article
2116,Chlorocebus pygerythrus,NA,"Herzog, NM; Parker, CH; Keefe, ER; Coxworth, J; Barrett, A; Hawkes, K",Fire and Home Range Expansion: A Behavioral Response to Burning Among Savanna Dwelling Vervet Monkeys (Chlorocebus aethiops),American Journal Of Physical Anthropology,2014,154,4,554-560,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0002-9483,10.1002/ajpa.22550,Article
